model,chi2,AIC,BIC,N,k,datasets_used,run_name,profile_name,H0,Om,OL,Ob_h2,Os0,zt,wt
LCDM_real,123.68109779972141,131.6810977997214,138.90774775880269,45,4,"real_hz,real_bao,real_cmb_shift",structure_d_real_validation,structure_d_real_validation,72.200010766262,0.27062868866636636,0.590843330210327,0.026,,,
RLL_real,123.62775049534868,137.62775049534866,150.2743879237409,45,7,"real_hz,real_bao,real_cmb_shift",structure_d_real_validation,structure_d_real_validation,64.43520345180546,0.339651013402541,0.7392066307055223,0.026,0.0021392503859585387,6.569384094054904,0.7316383455240608
