jd_tdb,calendar_tdb,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s
2453736.5,A.D. 2006-Jan-01 00:00:00.0000,61083369.46835414,220757665.4727506,3124955.669833437,-22.43445381356987,8.522324624760257,0.729697881433895
2453737.5,A.D. 2006-Jan-02 00:00:00.0000,59142544.39884686,221484894.7595732,3187872.023810804,-22.49172010691555,8.31166014966696,0.7266905055652093
