a,z,delta,theta,growth_rate
0.010000000000000004,98.99999999999996,0.014359984045490243,0.014359984045490243,1.0
0.010046157902783952,98.54054173515269,0.0144262530726922,0.01442033736699725,0.999589934706875
0.010092528860766841,98.08319448927678,0.014492800709205486,0.014480982721525348,0.9991845614993773
0.010139113857366787,97.62794856312112,0.014559628302514845,0.014541921249240964,0.9987838251838598
0.010185913880541159,97.17479430199855,0.014626737205369793,0.01460315409644486,0.9983876712493148
0.010232929922807527,96.72372209558121,0.014694128775812927,0.01466468241559248,0.9979960458581991
0.010280162981264716,96.27472237769669,0.014761804377208303,0.014726507365314489,0.9976088958374011
0.010327614057613952,95.82778562612512,0.014829765378269927,0.014788630110436888,0.9972261686693091
0.0103752841581801,95.3829023623973,0.014898013153090335,0.01485105182200155,0.9968478124830328
0.01042317429393301,94.94006315159359,0.01496654908116926,0.014913773677287015,0.9964737760457655
0.010471285480508961,94.49925860214391,0.0150353745474424,0.01497679685982861,0.9961040087542247
0.01051961873823219,94.0604793656285,0.015104490942310287,0.015040122559440719,0.9957384606263517
0.010568175092136542,93.62371613657969,0.015173899661667245,0.015103751972236313,0.9953770822929493
0.0106169555719872,93.18895965228455,0.01524360210693045,0.015167686300649326,0.9950198249896192
0.010665961212302528,92.75620069258846,0.015313599685069084,0.015231926753455145,0.9946666405486901
0.01071519305237601,92.32543007969959,0.015383893808633583,0.015296474545792648,0.9943174813913579
0.01076465213629829,91.89663867799415,0.015454485895785009,0.015361330899185678,0.9939723005198939
0.010814339512979316,91.46981739382281,0.015525377370324485,0.01542649704156466,0.9936310515099732
0.010864256236170586,91.04495717531772,0.015596569661722758,0.01549197420728855,0.9932936885031259
0.010914403364487492,90.62204901220059,0.01566806420514985,0.015557763637166992,0.9929601661993059
0.010964781961431773,90.20108393559163,0.01573986244150483,0.015623866578482718,0.9926304398495733
0.011015393095414067,89.78205301781925,0.01581196581744565,0.01569028428501314,0.9923044652488272
0.011066237839776578,89.36494737223084,0.01588437578541912,0.015757018017053186,0.991982198728713
0.011117317272815822,88.94975815300425,0.015957093803690984,0.015824069041438453,0.991663597150644
0.011168632477805515,88.53647655496015,0.016030121336376067,0.01589143863156683,0.9913486178988219
0.011220184543019535,88.12509381337534,0.016103459853468578,0.015959128067422654,0.9910372188735059
0.011271974561754999,87.71560120379692,0.01617711083087247,0.01602713863559859,0.9907293584842313
0.01132400363235546,87.30799004185714,0.016251075750431943,0.016095471629319555,0.9904249956432422
0.011376272858234194,86.90225168308932,0.016325356099962027,0.01616412834846601,0.9901240897589736
0.011428783347897598,86.49837752274452,0.0163999533732793,0.016233110099596982,0.9898266007295996
0.011481536214968703,86.09635899560901,0.016474869070232687,0.01630241819597376,0.9895324889367093
0.011534532578210794,85.69618757582263,0.016550104696734378,0.01637205395758384,0.9892417152390781
0.011587773561551128,85.29785477669802,0.016625661764790866,0.016442018711164935,0.9889542409665255
0.011641260294104774,84.9013521505406,0.016701541792534094,0.016512313790228876,0.9886700279138416
0.011694993910198567,84.50667128846938,0.016777746304252685,0.01658294053508557,0.9883890383348009
0.011748975549395147,84.11380382023872,0.01685427683042333,0.01665390029286776,0.9881112349362939
0.011803206356517142,83.72274141406075,0.01693113490774224,0.016725194417554993,0.9878365808724923
0.011857687481671441,83.33347577642867,0.017008322079156757,0.016796824269999174,0.9875650397391776
0.011912420080273585,82.9459986519409,0.01708583989389704,0.016868791217947713,0.9872965755680025
0.011967405313072266,82.56030182312598,0.01716368990750789,0.01694109663607021,0.987031152821031
0.012022644346173955,82.1763771102683,0.017241873681880675,0.017013741905982583,0.9867687363851974
0.012078138351067622,81.79421637123465,0.01732039278528539,0.017086728416272297,0.9865092915668978
0.012133888504649587,81.41381150130148,0.017399248792402802,0.017160057562524134,0.9862527840866838
0.012189895989248474,81.0351544329831,0.01747844328435676,0.017233730747345116,0.9859991800739679
0.01224616199265029,80.65823713586055,0.01755797784874656,0.01730774938039079,0.9857484460618775
0.012302687708123613,80.28305161641126,0.017637854079679497,0.017382114878390795,0.9855005489821271
0.012359474334444898,79.90958991783958,0.017718073577803462,0.01745682866517442,0.9852554561599564
0.012416523075923898,79.53784411990804,0.017798637950339747,0.01753189217169762,0.9850131353092086
0.012473835142429212,79.16780633876931,0.017879548811115885,0.0176073068360686,0.9847735545273922
0.012531411749413935,78.79946872679909,0.017960807780598657,0.01768307410357435,0.9845366822908536
0.012589254117941442,78.4328234724296,0.018042416485927228,0.017759195426707557,0.9843024874500277
0.012647363474711277,78.06786279998398,0.01812437656094638,0.01783567226519212,0.984070939224671
0.012705741052085174,77.70457896951136,0.01820668964623987,0.01791250608601204,0.9838420071993381
0.01276438808811319,77.3429642766227,0.018289357389163933,0.017989698363436602,0.9836156613187037
0.012823305826559961,76.98301105232741,0.018372381443880904,0.018067250579048715,0.9833918718831186
0.01288249551693108,76.62471166287074,0.018455763471392935,0.018145164221771978,0.983170609544146
0.012941958414499594,76.26805850957182,0.018539505139575894,0.01822344078789744,0.9829518453001338
0.01300169578033263,75.91304402866257,0.01862360812321333,0.018302081781112253,0.9827355504919418
0.013061708881318137,75.55966069112726,0.018708074104030626,0.018381088712526875,0.9825216967986404
0.013121998990191747,75.20790100254285,0.018792904770729216,0.01846046310070342,0.9823102562333212
0.013182567385563781,74.85775750292004,0.01887810181902099,0.0185402064716838,0.9821012011389441
0.01324341535194635,74.50922276654508,0.018963666951662798,0.01862032035901719,0.9818945041841972
0.013304544179780609,74.16228940182225,0.019049601878491085,0.018700806303789296,0.9816901383594996
0.013365955165464113,73.81695005111716,0.019135908316456667,0.01878166585465077,0.9814880769730041
0.013427649611378323,73.47319739060066,0.01922258798965963,0.018862900567845592,0.981288293646645
0.013489628825916214,73.13102413009352,0.01930964262938438,0.01894451200724032,0.9810907623122748
0.013551894123510032,72.79042301291189,0.019397073974134784,0.019026501744353032,0.9808954572078297
0.013614446824659164,72.4513868157133,0.019484883769669503,0.01910887135838276,0.9807023528735619
0.013677288255958148,72.11390834834357,0.01957307376903742,0.019191622436238787,0.9805114241483087
0.013740419750124803,71.77798045368425,0.019661645732613215,0.019274756572569655,0.9803226461657878
0.013803842646028493,71.44359600750087,0.019750601428133067,0.019358275369793367,0.9801359943509941
0.013867558288718522,71.11074791829185,0.01983994263073052,0.019442180438127336,0.9799514444166244
0.013931568029452663,70.77942912713807,0.01992967112297245,0.01952647339561822,0.9797689723595352
0.013995873225725805,70.44963260755326,0.02001978869489521,0.019611155868172227,0.9795885544572616
0.014060475241298756,70.12135136533483,0.020110297144040872,0.019696229489585052,0.9794101672645589
0.014125375446227153,69.79457843841574,0.020201198275493645,0.019781695901572915,0.9792337876100333
0.014190575216890525,69.46930689671666,0.020292493901916415,0.019867556753803042,0.9790593925927832
0.014256075936021477,69.14552984199912,0.020384185843587435,0.019953813703924395,0.9788869595790882
0.014321878992735022,68.82324040771914,0.020476275928437152,0.0200404684175983,0.978716466199129
0.014387985782558035,68.5024317588817,0.020568765992085174,0.020127522568530926,0.978547890343833
0.01445439770745885,68.18309709189569,0.0206616578778774,0.020214977838503376,0.9783812101616354
0.014521116175876989,67.86522963442967,0.02075495343692326,0.020302835917403318,0.9782164040553509
0.014588142602753044,67.54882264526823,0.020848654528133146,0.020391098503257463,0.978053450679119
0.014655478409558668,67.23386941416905,0.020942763018255938,0.020479767302262242,0.9778923289352938
0.014723125024326732,66.92036326172057,0.021037280781916728,0.020568844028816455,0.9777330179714608
0.01479108388168161,66.6082975392003,0.021132209701654643,0.02065833040555376,0.9775754971774779
0.014859356422869598,66.29766562843392,0.02122755166796086,0.020748228163374204,0.9774197461824997
0.014927944095789483,65.9884609416548,0.021323308579316747,0.020838539041477654,0.9772657448521235
0.014996848355023247,65.68067692136438,0.021419482342232146,0.020929264787395624,0.9771134732854877
0.015066070661866925,65.37430704019306,0.021516074871283836,0.02102040715702483,0.9769629118124818
0.015135612484361578,65.0693448007618,0.021613088089154117,0.021111967914659115,0.9768140409909088
0.015205475297324446,64.76578373554426,0.021710523926669563,0.02120394883302389,0.9766668416037907
0.015275660582380206,64.46361740672972,0.021808384322839932,0.021296351693308947,0.9765212946566274
0.015346169827992416,64.1628394060865,0.021906671224897215,0.02138917828520195,0.9763773813747144
0.015417004529495059,63.86344335482609,0.02200538658833485,0.021482430406922264,0.976235083200501
